name,company,year,kms_driven,fuel_type,Price
Hyundai Verna 1.6 EX VTVT,Hyundai,2017,"12,000 kms",Petrol,"8,00,000"
BMW 5 Series 520d Sedan,BMW,2011,"49,000 kms",Diesel,"12,99,000"
Skoda Superb 1.8 TFSI AT,Skoda,2011,"68,000 kms",Petrol,"5,30,000"
Audi Q3 2.0 TDI quattro Premium,Audi,2013,"37,000 kms",Diesel,"14,99,000"
Mahindra Bolero DI BSII,Mahindra,2012,"59,466 kms",Diesel,"2,20,000"
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2011,"16,000 kms",Petrol,Ask For Price
Mahindra Scorpio S10,Mahindra,2015,"97,200 kms",Diesel,"9,00,000"
Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012,"99,000 kms",Diesel,"2,50,000"
Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,"25,500 kms",Petrol,"3,95,000"
Mahindra Logan Diesel 1.5 DLS,Mahindra,2009,"66,000 kms",Petrol,"1,30,000"
Tata Nano GenX XMA,Tata,2010,"44,005 kms",Petrol,"32,000"
Mahindra TUV300 T4 Plus,Mahindra,2016,"35,000 kms",Diesel,"5,40,000"
Mahindra TUV300 T4 Plus,Mahindra,2016,"35,000 kms",Diesel,"5,40,000"
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"28,000 kms",Petrol,"4,05,000"
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"30,000 kms",Petrol,"4,00,000"
Honda City SV,Honda,2017,"4,000 kms",Petrol,"7,60,000"
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,"28,000 kms",Petrol,"5,00,000"
Ford Figo Petrol LXI,Ford,2011,"75,000 kms",Petrol,"1,75,000"
Mahindra Scorpio S10,Mahindra,2015,"97,200 kms",Diesel,"9,00,000"
Honda City,Honda,2017,"3,000 kms",Petrol,"7,50,000"
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"20,000 kms",Petrol,"4,19,000"
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,"50,000 kms",Petrol,"90,000"
Hyundai Eon Era Plus,Hyundai,2018,"2,110 kms",Petrol,"1,40,000"
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"43,222 kms",Petrol,"15,40,000"
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,"1,00,200 kms",Petrol,"2,75,000"
Toyota Corolla H2,Toyota,2003,"1,00,000 kms",Petrol,"1,50,000"
Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,65 kms,Petrol,"2,30,000"
Tata Indigo CS eLS BS IV,Tata,2015,"1,00,000 kms",Diesel,"1,23,000"
Mahindra Scorpio S10,Mahindra,2015,"97,200 kms",Diesel,"9,00,000"
Mahindra Scorpio S10,Mahindra,2015,"97,200 kms",Diesel,"9,00,000"
Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,"1,40,000 kms",Diesel,"3,00,000"
Honda City,Honda,2015,"55,000 kms",Petrol,"4,99,999"
Hyundai Accent Executive Edition,Hyundai,2009,"48,000 kms",Petrol,"1,65,000"
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,"22,000 kms",Petrol,"4,98,000"
Tata Zest XE 75 PS Diesel,Tata,2018,"1,03,553 kms",Diesel,"4,80,000"
Maruti Suzuki Dzire LDI,Maruti,2017,"80,000 kms",Diesel,"4,88,000"
Tata Sumo Gold LX BS IV,Tata,2014,"99,000 kms",Diesel,"2,50,000"
Toyota Corolla Altis GL Petrol,Toyota,2010,"58,000 kms",Petrol,"2,20,000"
Maruti Suzuki Eeco 7 STR,Maruti,2013,"70,000 kms",LPG,"2,90,000"
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,"1,20,000 kms",Diesel,"15,25,000"
Mahindra XUV500 W6,Mahindra,2013,"49,800 kms",Diesel,"5,48,900"
Tata Tigor Revotron XZ,Tata,2019,100 kms,Diesel,"6,50,000"
Maruti Suzuki 800,Maruti,2001,"81,876 kms",Petrol,"55,000"
Maruti Suzuki Ertiga Vxi,Maruti,2015,"75,000 kms",Petrol,"5,50,000"
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,"50,000 kms",Petrol,"90,000"
Honda Mobilio S i DTEC,Honda,2014,"44,000 kms",Diesel,"3,99,000"
Maruti Suzuki Ertiga,Maruti,2016,"55,000 kms",Diesel,"7,30,000"
Maruti Suzuki Vitara Brezza,Maruti,2017,"36,000 kms",Diesel,"7,25,000"
Hyundai Verna 1.6 CRDI E,Hyundai,2016,"56,000 kms",Diesel,"1,95,000"
Maruti Suzuki Swift VXI BSIII,Maruti,2007,"62,000 kms",Petrol,"1,30,000"
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,"1,20,000 kms",Diesel,"15,25,000"
Maruti Suzuki Omni Select Variant,Maruti,2014,"6,020 kms",Petrol,"1,90,000"
Honda Amaze,Honda,2013,"55,700 kms",Diesel,"2,50,000"
Tata Indica,Tata,2005,"42,000 kms",Petrol,"80,000"
Hyundai Santro Xing,Hyundai,2003,"50,000 kms",Petrol,"1,20,000"
Maruti Suzuki Zen Estilo,Maruti,2010,"35,000 kms",Petrol,"1,49,000"
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,"18,500 kms",Petrol,"2,50,000"
Maruti Suzuki Wagon R,Maruti,2007,"7,000 kms",Petrol,"1,20,000"
Honda Brio VX AT,Honda,2017,"11,000 kms",Petrol,"4,50,000"
Hyundai Xcent Base 1.1 CRDi,Hyundai,2015,"1,80,000 kms",Diesel,Ask For Price
Maruti Suzuki Zen LXi BSII,Maruti,2003,"53,000 kms",Petrol,"99,999"
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"23,000 kms",Petrol,"1,35,000"
Maruti Suzuki Wagon R Select Variant,Maruti,2016,"35,500 kms",Diesel,"2,25,000"
Maruti Suzuki Alto LXi BS III,Maruti,2010,"22,134 kms",Petrol,"99,000"
Renault Kwid RXT,Renault,2019,"1,000 kms",Petrol,"3,70,000"
Tata Nano Lx BSIV,Tata,2010,"9,000 kms",Petrol,"52,000"
Jaguar XE XE Portfolio,Jaguar,2016,"8,500 kms",Petrol,"28,00,000"
Hyundai Xcent S 1.2,Hyundai,2015,"35,000 kms",Petrol,Ask For Price
Hyundai Eon Magna Plus,Hyundai,2014,"35,000 kms",Petrol,"1,90,000"
Honda City 1.5 S MT,Honda,2014,"22,000 kms",Petrol,"4,99,000"
Hindustan Motors Ambassador,Hindustan,2002,"25,000 kms",Diesel,"90,000"
Maruti Suzuki Ritz GENUS VXI,Maruti,2010,"40,000 kms",Petrol,"1,49,000"
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,"20,000 kms",Petrol,"4,00,000"
Hyundai Eon D Lite Plus,Hyundai,2016,"87,000 kms",Petrol,"1,20,000"
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,"55,000 kms",Petrol,"2,50,000"
Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,"23,000 kms",Petrol,"3,75,000"
Honda Amaze 1.2 VX i VTEC,Honda,2014,"6,000 kms",Petrol,"3,81,000"
Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,"65,000 kms",Petrol,"1,80,000"
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,"25,000 kms",Diesel,"5,80,000"
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"39,000 kms",Petrol,"2,78,000"
Toyota Innova 2.0 V,Toyota,2009,"15,574 kms",Diesel,Ask For Price
Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,"8,000 kms",Petrol,"10,00,000"
Mahindra Scorpio Vlx BSIV,Mahindra,2013,"75,000 kms",Diesel,"6,90,000"
Maruti Suzuki Ertiga VDi,Maruti,2012,"51,000 kms",Diesel,"4,80,000"
Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,"50,000 kms",Petrol,"85,000"
Maruti Suzuki Maruti 800 AC,Maruti,2001,"75,000 kms",Petrol,"40,000"
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,"55,800 kms",Petrol,"90,000"
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,"53,000 kms",Petrol,"3,40,000"
Hyundai Eon D Lite Plus,Hyundai,2018,"25,000 kms",Petrol,"2,60,000"
Ford Fiesta SXi 1.6 ABS,Ford,2009,"56,400 kms",Petrol,"2,50,000"
Maruti Suzuki Ritz VDi,Maruti,2010,"72,160 kms",Diesel,"1,80,000"
Hyundai Verna Fluidic New,Hyundai,2012,"10,000 kms",Diesel,"3,50,000"
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,"48,000 kms",Petrol,"90,001"
Maruti Suzuki Estilo LX BS IV,Maruti,2007,"36,000 kms",Petrol,"1,15,000"
Audi A6 2.0 TDI Premium,Audi,2012,"11,500 kms",Diesel,"15,99,000"
Maruti Suzuki Wagon R LXi BS III,Maruti,2003,"1,33,000 kms",Petrol,"1,30,000"
Maruti Suzuki Wagon R,Maruti,2009,"27,000 kms",Petrol,"1,59,000"
Maruti Suzuki Wagon R,Maruti,2009,"35,000 kms",Petrol,"1,60,000"
Maruti Suzuki Alto,Maruti,2010,"55,000 kms",Petrol,"1,10,000"
Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,"40,000 kms",Petrol,"4,25,000"
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,"2,000 kms",Petrol,"9,00,000"
Maruti Suzuki Swift GLAM,Maruti,2009,"45,000 kms",Petrol,"1,50,000"
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,"20,000 kms",Petrol,"1,10,000"
Hyundai Santro,Hyundai,2000,"88,000 kms",Petrol,"51,999"
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,"20,000 kms",Petrol,"1,15,000"
Chevrolet Beat PS Diesel,Chevrolet,2012,"65,422 kms",Diesel,"2,15,000"
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,"10,000 kms",Petrol,"5,80,000"
Maruti Suzuki Dzire ZXI,Maruti,2013,"35,000 kms",Petrol,"3,80,000"
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,"1,17,000 kms",Diesel,"3,50,000"
Tata Indica V2 DLG,Tata,2005,"1,50,000 kms",Diesel,"35,000"
BMW X1 xDrive20d xLine,BMW,2011,"72,000 kms",Diesel,"11,50,000"
Hyundai i20 Asta 1.2,Hyundai,2010,"10,750 kms",Petrol,"3,00,000"
Honda City 1.5 V AT,Honda,2009,"55,000 kms",Petrol,"2,69,000"
Tata Nano,Tata,2013,"6,800 kms",Petrol,"60,000"
Chevrolet Cruze LTZ AT,Chevrolet,2014,"41,000 kms",Diesel,"4,00,000"
Hyundai Verna Fluidic New,Hyundai,2015,"73,000 kms",Diesel,"4,30,000"
Hyun,Hyundai,Eon,,,Ask For Price
Maruti Suzuki Swift Dzire VDi,Maruti,2011,"65,000 kms",Diesel,"1,40,000"
Mahindra XUV500 W6,Mahindra,2014,"45,000 kms",Diesel,"85,00,003"
Mahindra XUV500 W10,Mahindra,2018,"40,000 kms",Diesel,"12,99,000"
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,"37,000 kms",Petrol,"1,99,000"
Hyundai Accent GLE,Hyundai,2006,"55,000 kms",Petrol,"90,000"
Force Motors One SUV,Force,2013,"1,40,000 kms",Diesel,"5,50,000"
Datsun Go Plus T O,Datsun,2016,5 kms,Petrol,Ask For Price
Maruti Suzuki Alto,Maruti,2019,"9,800 kms",Petrol,"2,65,000"
Chevrolet Spark 1.0 LT,Chevrolet,2011,"27,000 kms",Petrol,"1,00,000"
Hyundai i10,Hyundai,2009,"27,000 kms",Petrol,"2,15,000"
Toyota Etios Liva GD,Toyota,2012,"20,000 kms",Diesel,"3,80,000"
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,"57,923 kms",Diesel,"4,01,919"
Chevrolet Enjoy,Chevrolet,2014,"30,201 kms",Diesel,"4,90,000"
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"6,200 kms",Petrol,"2,80,000"
BMW 5 Series 530i,BMW,2009,"37,518 kms",Petrol,"6,50,000"
Toyota Etios Liva G,Toyota,2014,"24,652 kms",Petrol,"1,60,000"
Mahindra Jeep MM 550 XDB,Mahindra,2004,383 kms,Diesel,"4,24,000"
Chevrolet Beat LS Diesel,Chevrolet,2016,"95,000 kms",Diesel,"2,25,000"
Chevrolet Cruze LTZ,Chevrolet,2011,"35,000 kms",Diesel,"3,50,000"
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,"3,528 kms",Diesel,"9,50,000"
Maruti Suzuki Ertiga VDi,Maruti,2013,"52,500 kms",Diesel,"4,85,000"
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,"47,900 kms",Diesel,"2,05,000"
Maruti Suzuki Omni,Maruti,2012,"14,000 kms",Petrol,"1,60,000"
Maruti Suzuki Celerio VDi,Maruti,2018,"37,000 kms",Petrol,"3,10,000"
Tata Zest Quadrajet 1.3,Tata,2017,"90,000 kms",Diesel,"1,80,000"
Mahindra XUV500 W6,Mahindra,2013,"52,800 kms",Diesel,"5,49,900"
Tata Indigo CS eLX BS IV,Tata,2016,"1,04,000 kms",Diesel,"1,50,000"
Hyundai i10 Era,Hyundai,2011,"30,000 kms",Petrol,"1,75,000"
Tata Indigo eCS LX TDI BS III,Tata,2014,"1,95,000 kms",Diesel,"95,000"
Tata Indigo LX TDI BS III,Tata,2016,"1,04,000 kms",Diesel,"2,30,000"
Tata Indigo eCS LX CR4 BS IV,Tata,2016,"1,04,000 kms",Diesel,"2,30,000"
Tata Indigo Marina LS,Tata,2004,"70,000 kms",Diesel,"1,80,000"
Commercial Chevrolet Sail Hatchback ca,Commercial,o...,,,"2,25,000"
Hyundai Xcent SX 1.2,Hyundai,2015,"43,000 kms",Diesel,"4,00,000"
Hyundai Eon Magna Plus,Hyundai,2013,"23,000 kms",Petrol,"1,85,000"
Renault Duster 85 PS RxL Diesel,Renault,2015,"51,000 kms",Diesel,"3,85,000"
Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,"62,000 kms",Petrol,"90,000"
Tata Nano LX Special Edition,Tata,2010,"48,008 kms",Petrol,"32,000"
Commercial Car Ta,Commercial,Zest,,,"3,71,500"
Renault Duster 110 PS RxZ Diesel,Renault,2013,"39,000 kms",Diesel,"4,35,000"
Maruti Suzuki Wagon R AX BSIV,Maruti,2010,"40,000 kms",Petrol,"2,25,000"
Maruti Suzuki Swift,Maruti,2006,"48,247 kms",Petrol,"1,89,700"
Maruti Suzuki Ertiga,Maruti,2012,"39,000 kms",Diesel,"3,89,700"
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,"23,000 kms",Petrol,"3,65,000"
Maruti Suzuki Alto K10 New,Maruti,2017,"9,400 kms",Petrol,"3,60,000"
Hyundai i20 Magna,Hyundai,2010,"50,000 kms",Petrol,"2,10,000"
Hyundai i10 Magna 1.2,Hyundai,2009,"75,000 kms",Petrol,"1,70,000"
tata Indica,tata,sale,,,"1,30,000"
Tata Zest XE 75 PS Diesel,Tata,2017,"70,000 kms",Diesel,"3,80,000"
Mahindra Xylo E8,Mahindra,2009,"64,000 kms",Diesel,"2,95,000"
Toyota Corolla Altis GL Petrol,Toyota,2010,"55,000 kms",Petrol,"1,85,000"
Tata Manza Aqua Quadrajet,Tata,2014,"2,00,000 kms",Diesel,"1,60,000"
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,"7,500 kms",Diesel,Ask For Price
Used bt new conditions ta,Used,Zest,,,"2,55,000"
Renault Kwid 1.0,Renault,2018,"2,137 kms",Petrol,"2,90,000"
Sale tata,Sale,ture,,,"1,00,000"
Tata Venture EX 8 STR,Tata,2013,"30,000 kms",Diesel,"1,00,000"
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,"44,000 kms",Petrol,"3,15,000"
Maruti Suzuki Alto LX BSII,Maruti,2002,"56,000 kms",Petrol,Ask For Price
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,"65,000 kms",Diesel,"1,14,990"
Maruti Suzuki Omni LPG BS IV,Maruti,2012,"1,60,000 kms",LPG,"1,20,000"
Chevrolet Beat Diesel,Chevrolet,2011,"56,000 kms",Diesel,"1,25,000"
Tata Sumo Gold EX BS IV,Tata,2012,"75,000 kms",Diesel,"2,10,000"
Tata indigo 2017 top model..,Tata,emi,,,"1,70,000"
Hyundai Verna 1.6 CRDI SX,Hyundai,2018,"42,000 kms",Diesel,"8,55,000"
Tata Sumo Gold EX BS IV,Tata,2012,"75,000 kms",Diesel,"2,10,000"
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,"56,000 kms",Diesel,"2,60,000"
Maruti Suzuki Zen LXi BS III,Maruti,2002,"10,544 kms",Petrol,"95,000"
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,"64,000 kms",Petrol,"2,55,000"
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,"70,000 kms",Diesel,"3,00,000"
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,"25,000 kms",Petrol,"3,40,000"
Hyundai Elite i20 Sportz 1.2,Hyundai,2017,"15,000 kms",Petrol,"5,50,000"
Ford Ikon 1.6 Nxt,Ford,2003,"50,000 kms",Petrol,"60,000"
Hyundai Elite i20 Sportz 1.2,Hyundai,2015,"49,500 kms",Petrol,Ask For Price
Tata indigo,Tata,car,,,"1,50,000"
Toyota Innova 2.5 V 7 STR,Toyota,2011,"1,47,000 kms",Diesel,"7,50,000"
Nissan Sunny XL,Nissan,2011,"52,000 kms",Petrol,"2,30,000"
Chevrolet Beat LT Diesel,Chevrolet,2012,"90,001 kms",Diesel,"1,30,000"
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"21,000 kms",Petrol,"2,70,000"
Maruti Suzuki Swift VDi BS IV,Maruti,2012,"48,006 kms",Diesel,"2,80,000"
Maruti Suzuki Swift VDi BS IV,Maruti,2012,"48,006 kms",Diesel,"2,80,000"
Maruti Suzuki Swift,Maruti,2012,"48,006 kms",Diesel,"2,80,000"
very good condition tata bolts are av,very,able,,,"2,00,000"
Toyota Innova 2.0 G4,Toyota,2012,"80,000 kms",Diesel,"6,00,000"
Sale Hyundai xcent commerc,Sale,no.,,,Ask For Price
Maruti Suzuki Swift VDi ABS,Maruti,2010,"74,000 kms",Diesel,"1,90,000"
Hyundai Elite i20 Asta 1.2,Hyundai,2015,"22,000 kms",Petrol,"5,00,000"
Mahindra XUV500 W10,Mahindra,2016,"41,000 kms",Diesel,"10,65,000"
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,"25,000 kms",Diesel,"3,50,000"
Toyota Etios Liva Diesel,Toyota,2012,"85,000 kms",Diesel,"3,50,000"
Mahindra TUV300 T4 Plus,Mahindra,2016,"29,500 kms",Diesel,"5,40,000"
Hyundai Elite i20 Asta 1.2,Hyundai,2015,"30,000 kms",Petrol,"4,70,000"
Hyundai Santro Xing GLS,Hyundai,2014,"57,000 kms",Petrol,"1,79,000"
Maruti Suzuki Zen LXi BS III,Maruti,2003,"60,000 kms",Petrol,"48,000"
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,"50,000 kms",Petrol,"6,50,000"
Hyundai Eon Era Plus,Hyundai,2013,"39,700 kms",Petrol,"1,90,000"
Hyundai Elantra 1.8 S,Hyundai,2012,"65,000 kms",Petrol,"5,00,000"
Maruti Suzuki Swift VDi,Maruti,2010,"67,000 kms",Diesel,"2,70,000"
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"46,000 kms",Petrol,"1,25,000"
Hyundai Eon Era Plus,Hyundai,2012,"38,000 kms",Petrol,"1,88,000"
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,"27,000 kms",Petrol,"3,80,000"
Hyundai Verna Fluidic New,Hyundai,2011,"43,000 kms",Diesel,"3,65,000"
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,"47,000 kms",Petrol,"4,65,000"
Hyundai i20 Magna,Hyundai,2011,"42,000 kms",Petrol,"2,40,000"
