name,company,year,kms_driven,fuel_type,Price
Chevrolet Beat Diesel,Chevrolet,2016,"19,336 kms",Diesel,"1,79,999"
Tata Indica eV2 LS,Tata,2015,"60,105 kms",Diesel,"1,40,000"
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,"29,000 kms",Diesel,"21,90,000"
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,"34,000 kms",Diesel,"23,90,000"
BMW 3 Series 320d Sedan,BMW,2011,"35,000 kms",Diesel,"10,75,000"
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,"22,000 kms",Petrol,"4,75,000"
BMW X1 sDrive20d,BMW,2012,"41,000 kms",Diesel,"10,25,000"
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,"21,000 kms",Diesel,"6,15,000"
Maruti Suzuki Ertiga LDi,Maruti,2013,"48,000 kms",Diesel,"4,75,000"
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,"38,000 kms",Petrol,"2,70,000"
Honda City SV,Honda,2014,"34,000 kms",Diesel,"4,75,000"
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,"45,933 kms",Petrol,"2,40,000"
Honda City 1.5 EXi New,Honda,2005,"68,000 kms",Petrol,"1,20,000"
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,"44,000 kms",Diesel,"19,00,000"
Mahindra KUV100,Mahindra,2017,"35,000 kms",Diesel,"3,60,000"
Tata Zest XE 75 PS Diesel,Tata,2018,"1,02,563 kms",Diesel,"4,50,000"
Mahindra XUV500 W8,Mahindra,2015,"28,600 kms",Diesel,"9,00,000"
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,"41,800 kms",Diesel,"6,50,000"
Tata Sumo Gold LX BS IV,Tata,2014,"1,16,000 kms",Diesel,"2,75,000"
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,"59,000 kms",Petrol,"2,10,000"
Mahindra Scorpio 2.6 SLX,Mahindra,2004,"58,000 kms",Diesel,"1,75,000"
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"45,000 kms",Petrol,"85,000"
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"42,590 kms",Diesel,"14,90,000"
Renault Duster,Renault,2014,"7,400 kms",Diesel,"8,00,000"
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,"54,500 kms",Diesel,"4,50,000"
Maruti Suzuki Ertiga Vxi,Maruti,2012,"2,00,000 kms",Diesel,"10,00,000"
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,"27,000 kms",Diesel,"15,10,000"
Volvo S80 Summum D4,Volvo,2015,"42,000 kms",Diesel,"18,50,000"
Toyota Corolla Altis VL AT Petrol,Toyota,2014,"29,000 kms",Petrol,"7,90,000"
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,"37,000 kms",Diesel,"17,25,000"
Chevrolet Beat LT Petrol,Chevrolet,2012,"36,000 kms",Petrol,"1,35,000"
BMW X1,BMW,2011,"34,000 kms",Diesel,"10,00,000"
Datsun Redi GO S,Datsun,2018,"7,000 kms",Petrol,"2,99,999"
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,"76,000 kms",Diesel,"12,25,000"
Mahindra Scorpio SLX,Mahindra,2004,"60,000 kms",Diesel,"1,75,000"
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"95,000 kms",Diesel,"2,00,000"
Tata Indigo CS GLS,Tata,2017,"50,000 kms",Diesel,"2,70,000"
Ford Figo Petrol Titanium,Ford,2019,00 kms,Petrol,"5,25,000"
Honda City ZX GXi,Honda,2006,"50,000 kms",Petrol,"1,80,000"
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"68,000 kms",Petrol,"1,40,000"
Ford EcoSport Trend 1.5L TDCi,Ford,2014,"16,000 kms",Petrol,"4,00,000"
Maruti Suzuki Swift Dzire VDi,Maruti,2016,"51,000 kms",Diesel,"4,99,000"
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"56,000 kms",Petrol,"85,000"
Maruti Suzuki Zen LX BSII,Maruti,2004,"1,00,000 kms",Petrol,"70,000"
Renault Duster RxL Petrol,Renault,2015,"36,000 kms",Petrol,"5,50,000"
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,"11,523 kms",Petrol,"3,70,000"
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,"1,000 kms",Petrol,"6,90,000"
Honda WR V S MT Petrol,Honda,2009,"60,000 kms",Petrol,"2,50,000"
Tata Indigo CS eLX BS IV,Tata,2016,"85,000 kms",Diesel,"1,10,000"
Renault Duster 110 PS RxL Diesel,Renault,2013,"38,600 kms",Diesel,"4,90,000"
Mahindra Scorpio LX BS III,Mahindra,2009,"95,500 kms",Diesel,"3,20,000"
Maruti Suzuki Zen LXi BS III,Maruti,2004,"56,000 kms",Petrol,"68,000"
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,"37,458 kms",Petrol,"1,30,000"
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,"85,960 kms",Diesel,"9,70,000"
Audi A3 Cabriolet 40 TFSI,Audi,2015,"12,516 kms",Petrol,"31,00,000"
Hyundai Eon D Lite Plus,Hyundai,2018,"35,000 kms",Petrol,"2,80,000"
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,00 kms,Petrol,"1,25,000"
Mahindra Scorpio SLX,Mahindra,2008,"80,000 kms",Diesel,"2,85,000"
I want to sell my commercial car due t,I,o...,,,"4,75,000"
Hyundai Santro AE GLS Audio,Hyundai,2011,"45,000 kms",Petrol,"1,65,000"
i want sale my car.no emi....uber atta,i,d...,,,"3,20,000"
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"51,000 kms",Diesel,"2,50,000"
Mahindra Scorpio S4,Mahindra,2015,"30,000 kms",Diesel,"8,65,000"
Tata ZEST 6 month old,Tata,car,,,"3,70,000"
Mahindra Xylo D2 BS IV,Mahindra,2011,"48,000 kms",Diesel,"3,90,000"
Hyundai Santro,Hyundai,2003,"51,000 kms",Petrol,"60,000"
Chevrolet Beat LT Diesel,Chevrolet,2015,"90,000 kms",Diesel,"2,15,000"
Maruti Suzuki Swift Dzire VDi,Maruti,2015,"43,000 kms",Diesel,"4,75,000"
Mahindra XUV500 W8,Mahindra,2015,"53,000 kms",Diesel,"8,99,000"
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,"97,000 kms",Diesel,"14,99,000"
Maruti Suzuki Alto K10 VXi,Maruti,2013,"20,000 kms",Petrol,"2,40,000"
Hyundai Getz GLE,Hyundai,2007,"55,000 kms",Petrol,"99,000"
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,"1,20,000 kms",Diesel,"2,60,000"
Hyundai Creta 1.6 SX,Hyundai,2019,0 kms,Petrol,"12,00,000"
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"46,000 kms",Petrol,"1,15,000"
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,"43,200 kms",Petrol,"88,000"
Mahindra Xylo D2 BS IV,Mahindra,2011,"56,000 kms",Diesel,"3,90,000"
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"42,000 kms",Petrol,"1,35,000"
Tata Indica V2 DLS BS III,Tata,2009,"30,600 kms",Diesel,"90,000"
Hyundai i10 Sportz 1.2,Hyundai,2011,"38,000 kms",Petrol,"2,20,000"
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,"2,550 kms",Petrol,"4,24,999"
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"47,000 kms",Petrol,"1,35,000"
Honda City 1.5 E MT,Honda,2005,"41,000 kms",Petrol,"95,000"
Nissan Micra XL,Nissan,2017,"62,500 kms",Diesel,"4,30,000"
Honda City 1.5 S Inspire,Honda,2005,"68,000 kms",Petrol,"1,15,000"
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"50,000 kms",Petrol,"2,15,000"
Maruti Suzuki Wagon R LX BS III,Maruti,2004,"69,000 kms",Petrol,"53,000"
Maruti Suzuki Ertiga VDi,Maruti,2012,"48,000 kms",Diesel,"5,00,000"
Tata Indica eV2 eXeta eGLX,Tata,2012,"55,000 kms",Diesel,"85,000"
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,"25,000 kms",Petrol,"1,65,000"
Hyundai Eon Era Plus,Hyundai,2014,"28,400 kms",Petrol,"2,00,000"
Hyundai Eon,Hyundai,2014,"28,000 kms",Petrol,"2,00,000"
Maruti Suzuki Swift LDi,Maruti,2015,"42,000 kms",Diesel,"4,25,000"
MARUTI SUZUKI ERTIGA F,MARUTI,SALE,,,"6,50,000"
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,"29,000 kms",Diesel,"6,00,000"
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,"68,485 kms",Diesel,"1,30,000"
Tata Tiago Revotron XM,Tata,2018,"3,500 kms",Petrol,"4,30,000"
Tata Tiago Revotorq XZ,Tata,2019,0 kms,Petrol,"5,68,500"
Tata Nexon,Tata,2019,0 kms,Petrol,Ask For Price
Tata,Tata,digo,,,Ask For Price
Maruti Suzuki Zen LXi BS III,Maruti,2006,"32,000 kms",Petrol,"71,000"
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,"8,000 kms",Diesel,"5,60,000"
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,"34,000 kms",Diesel,"5,90,000"
Hindustan Motors Ambassador Classic Mark 4 â€“ Befo,Hindustan,1995,"37,000 kms",Petrol,"7,50,000"
Ford Fusion 1.4 TDCi Diesel,Ford,2007,"85,455 kms",Diesel,"1,25,000"
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"46,000 kms",Petrol,"1,35,000"
Hyundai Santro,Hyundai,2002,"47,000 kms",Petrol,"60,000"
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,"64,000 kms",Petrol,"1,20,000"
Ford Ikon 1.3 Flair Josh 100,Ford,2008,"46,000 kms",Petrol,"95,000"
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,"8,000 kms",Petrol,"2,40,000"
Tata Indica V2 LS,Tata,2012,"64,000 kms",Diesel,"1,15,000"
Mahindra Scorpio S4,Mahindra,2015,"63,000 kms",Diesel,"7,95,000"
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"65,000 kms",Petrol,"55,000"
Mahindra Xylo D2,Mahindra,2009,"62,000 kms",Diesel,"3,00,000"
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,"41,000 kms",Petrol,"3,20,000"
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"14,000 kms",Petrol,"2,65,000"
Toyota Corolla,Toyota,2006,"40,000 kms",Petrol,"1,60,000"
Hyundai Eon Magna,Hyundai,2017,"1,600 kms",Petrol,"3,00,000"
Tata Sumo Grande MKII GX,Tata,2010,"90,000 kms",Diesel,"1,30,000"
Maruti Suzuki Swift VDi,Maruti,2011,"58,000 kms",Diesel,"2,50,000"
Volkswagen Polo Highline1.2L P,Volkswagen,2013,"27,000 kms",Petrol,"3,80,000"
Maruti Suzuki Alto 800 Lx,Maruti,2003,"60,000 kms",Petrol,"42,000"
Tata Tiago Revotron XZ,Tata,2017,"31,000 kms",Petrol,"4,00,000"
Maruti Suzuki Swift LDi,Maruti,2009,"90,000 kms",Diesel,"1,20,000"
Maruti Suzuki Swift VDi,Maruti,2009,"90,000 kms",Diesel,"1,20,000"
Tata Indigo eCS,Tata,2016,"1,50,000 kms",Diesel,"1,30,000"
Chevrolet Beat LS Diesel,Chevrolet,2014,"31,000 kms",Diesel,"1,89,000"
2012 Tata Sumo Gold f,2012,sell,,,"2,50,000"
Mahindra Xylo E8 BS IV,Mahindra,2011,"43,000 kms",Diesel,"3,65,000"
Hyundai Eon D Lite Plus,Hyundai,2013,"20,000 kms",Petrol,"1,70,000"
Well mentained Tata Sumo,Well,d Ex,,,"3,80,000"
all paper updated tata indica v2 and u,all,n...,,,"1,45,000"
Maruti Ertiga showroom condition with,Maruti,e...,,,"4,80,000"
7 SEATER MAHINDRA BOLERO IN VERY GOOD,7,D...,,,Ask For Price
9 SEATER MAHINDRA BOL,9,", Ac",,,Ask For Price
scratch less Tata I,scratch,go .,,,"1,40,000"
Maruti Suzuki swift dzire for sale in,Maruti,d...,,,"3,60,000"
Commercial Chevrolet beat for sale in,Commercial,k...,,,"1,80,000"
urgent sell my Mahindra qu,urgent,o c4,,,"3,50,000"
Tata Sumo Gold FX BSIII,Tata,2013,"1,00,000 kms",Petrol,"2,15,000"
sell my car Maruti Suzuki Swif,sell,zire,,,"3,00,000"
Maruti Suzuki Swift Dzire good car fo,Maruti,o...,,,"3,10,000"
Hyunda,Hyundai,cent,,,Ask For Price
Commercial Maruti Suzuki Alto Lxi 800,Commercial,...,,,Ask For Price
urgent sale Ta,urgent,Sumo,,,"2,20,000"
Maruti Suzuki Alto vxi t,Maruti,cab,,,"95,000"
tata,tata,t xe,,,Ask For Price
TATA INDI,TATA,EV2,,,"1,10,000"
Tata Nano,Tata,2013,"7,000 kms",Petrol,"60,000"
Hyundai Elite i20,Hyundai,2017,"31,000 kms",Petrol,"5,99,999"
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,"33,000 kms",Petrol,"4,00,000"
Hyundai Creta,Hyundai,2016,"60,000 kms",Diesel,"9,00,000"
Volkswagen Polo,Volkswagen,2013,"48,000 kms",Diesel,"2,99,999"
Maruti Suzuki Dzire,Maruti,2014,"33,000 kms",Petrol,"3,74,999"
Tata Bolt XM Petrol,Tata,2015,"15,000 kms",Petrol,"6,00,000"
Maruti Suzuki Alto 800 Lx,Maruti,2005,"47,000 kms",Petrol,"70,000"
Maruti Suzuki Alto,Maruti,2005,"40,000 kms",Petrol,"1,00,000"
Hyundai Venue,Hyundai,2019,"7,000 kms",Diesel,Ask For Price
Maruti Suzuki Ritz,Maruti,2010,"38,000 kms",Diesel,"1,50,000"
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"12,500 kms",Petrol,"2,25,000"
Maruti Suzuki Dzire,Maruti,2009,"42,000 kms",Petrol,"2,10,000"
Renault Lodgy,Renault,2016,"20,000 kms",Diesel,Ask For Price
Hyundai i20 Asta,Hyundai,2014,"31,000 kms",Petrol,"4,25,000"
Maruti Suzuki Swift Select Variant,Maruti,2008,"60,000 kms",Diesel,"1,62,000"
Tata Indica V2 DLX BS III,Tata,2005,"80,000 kms",Diesel,"60,000"
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,"77,000 kms",Diesel,"6,50,000"
Toyota Innova 2.5 E 8 STR,Toyota,2012,"75,000 kms",Diesel,"7,50,000"
Mahindra Xylo E8,Mahindra,2010,"40,000 kms",Diesel,"3,75,000"
Hyundai i20 Magna 1.2,Hyundai,2011,"47,000 kms",Petrol,"2,30,000"
Maruti Suzuki Omni,Maruti,2000,"60,000 kms",Petrol,"35,999"
Mahindra KUV100,Mahindra,2016,"26,500 kms",Petrol,"3,80,000"
Mahindra KUV100 K8 6 STR,Mahindra,2019,"2,875 kms",Petrol,"5,60,000"
Datsun Go Plus,Datsun,2016,"13,900 kms",Petrol,"2,85,000"
Ford Endeavor 4x4 Thunder Plus,Ford,2019,"9,000 kms",Diesel,"29,00,000"
Tata Indica V2,Tata,2005,"80,000 kms",Diesel,"39,999"
Hyundai Santro Xing GL,Hyundai,2006,"60,000 kms",Petrol,"85,000"
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,"20,000 kms",Petrol,"3,95,000"
Maruti Suzuki Swift Select Variant,Maruti,2008,"58,000 kms",Diesel,"1,75,000"
Maruti Suzuki Alto 800 Lx,Maruti,2019,"1,500 kms",Petrol,"4,00,000"
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,"75,000 kms",Diesel,"7,50,000"
Any type car avaiabel hare...comercica,Any,r...,,,"1,70,000"
Maruti Suzuki Alto 800,Maruti,2016,"2,450 kms",Petrol,"2,50,000"
Maruti Suzuki Alto AX,Maruti,2019,"1,625 kms",Petrol,"4,25,000"
Maruti Suzuki Alto 800 Lx,Maruti,2019,"1,500 kms",Petrol,Ask For Price
Volkswagen Polo Highline1.2L P,Volkswagen,2017,"45,000 kms",Petrol,"5,25,000"
Mahindra Logan,Mahindra,2009,"65,000 kms",Diesel,"1,30,000"
Maruti Suzuki 800 Std BS III,Maruti,2000,"33,400 kms",Petrol,"30,000"
Mahindra Scorpio,Mahindra,2011,"60,123 kms",Diesel,"4,75,000"
Chevrolet Sail 1.2 LS,Chevrolet,2013,"28,000 kms",Petrol,"3,00,000"
Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,"38,900 kms",Diesel,Ask For Price
Hyundai Santro AE GLS Audio,Hyundai,2003,"70,000 kms",Petrol,"60,000"
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,"7,000 kms",Petrol,"1,00,000"
Hyundai Eon,Hyundai,2018,"25,000 kms",Petrol,"2,60,000"
Tata Manza,Tata,2015,"1,00,000 kms",Diesel,"1,00,000"
Toyota Innova 2.0 G1 Petrol 8seater,Toyota,2019,"4,000 kms",Petrol,Ask For Price
Toyota Etios G,Toyota,2013,"42,000 kms",Petrol,"2,65,000"
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,"20,000 kms",Petrol,"1,15,000"
Toyota Qualis,Toyota,2003,"1,00,000 kms",Diesel,"1,80,000"
Hyundai Santro Xing,Hyundai,2004,"1,37,495 kms",Petrol,"45,000"
Tata Indica eV2 LS,Tata,2016,"91,200 kms",Diesel,"50,500"
Honda City 1.5 S MT,Honda,2009,"55,000 kms",Petrol,"2,70,000"
Tata Zest XE 75 PS Diesel,Tata,2017,"1,20,000 kms",Diesel,"2,90,000"
Mahindra Quanto C4,Mahindra,2013,"63,000 kms",Diesel,"3,25,000"
Tata Indigo eCS LX CR4 BS IV,Tata,2016,"1,04,000 kms",Diesel,"1,60,000"
Maruti Suzuki Swift Dzire,Maruti,2016,"1,46,000 kms",Diesel,"3,50,000"
Hyundai Elite i20,Hyundai,2011,"40,000 kms",Petrol,"2,90,000"
Hyundai i20 Select Variant,Hyundai,2011,"40,000 kms",Petrol,"2,90,000"
Chevrolet Tavera Neo,Chevrolet,2007,"1,00,800 kms",Diesel,"4,65,000"
Maruti Suzuki Dzire,Maruti,2016,"1,50,000 kms",Diesel,"3,25,000"
Hyundai Elite i20,Hyundai,2018,"2,100 kms",Petrol,"5,10,000"
Honda City VX Petrol,Honda,2016,"95,000 kms",Petrol,"8,60,000"
Maruti Suzuki Dzire,Maruti,2016,"2,500 kms",Diesel,"4,50,000"
Hyundai Getz,Hyundai,2006,"80,000 kms",Petrol,"1,25,000"
Mercedes Benz C Class 200 K MT,Mercedes,2006,"15,000 kms",Petrol,"5,00,001"
Maruti Suzuki Alto LXi BS III,Maruti,2005,"65,000 kms",Petrol,"95,000"
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"51,000 kms",Diesel,"2,50,000"
Skoda Fabia,Skoda,2009,"45,000 kms",Petrol,"1,10,000"
Maruti Suzuki Alto 800 Select Variant,Maruti,2015,"70,000 kms",Petrol,Ask For Price
Maruti Suzuki Ritz VXI ABS,Maruti,2011,"50,000 kms",Petrol,"2,70,000"
tata zest 2017 f,tata,sale,,,"4,50,000"
Tata Indica V2 DLE BS III,Tata,2009,"30,000 kms",Diesel,"1,10,000"
Toyota Corolla Altis,Toyota,2009,"1,32,000 kms",Petrol,"3,00,000"
Ta,Tara,zest,,,"3,10,000"
Tata Zest XM Diesel,Tata,2018,"27,000 kms",Diesel,"2,60,000"
Mahindra Quanto C8,Mahindra,2013,"40,000 kms",Diesel,"3,90,000"
Honda Amaze 1.2 E i VTEC,Honda,2014,Petrol,,"1,80,000"
Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,Petrol,,"1,60,000"
